oshwaUid,country,projectName,primaryType,hardwareLicense,softwareLicense,documentationLicense,certificationDate,stars,forks,watchers,directoryUrl
IN000001,India,ADS1292R ECG/respiration shield and breakout board,Electronics,Other,MIT,CC BY-SA,2016-11-08T00:00-04:00,60,37,22,https://certification.oshwa.org/IN000001
US002084,United States of America,ADXL375 - High G Accelerometer (+-200g) with I2C and SPI,Electronics,Other,MIT,CC BY-SA,2022-02-07T00:00-05:00,1,0,10,https://certification.oshwa.org/US002084
HR000009,Croatia,AFE3 power analysis board for MIO168,Electronics,TAPR,GPL,CC BY-SA,2021-10-07T00:00-04:00,4,2,2,https://certification.oshwa.org/HR000009
IN000003,India,AFE4490 Pulse Oximeter Shield Kit for Arduino,Science,Other,MIT,Other,2016-11-19T00:00-04:00,53,33,13,https://certification.oshwa.org/IN000003
TH000011,Thailand,AI08 Devboard,Electronics,CERN-OHL-S-2.0,GPL,CC-BY-SA-4.0,2023-05-05T00:00-04:00,2,1,1,https://certification.oshwa.org/TH000011
HR000019,Croatia,Air quality sensor CCS811 breakout,Electronics,TAPR,No software,CC BY-SA,2023-03-03T00:00-05:00,0,0,1,https://certification.oshwa.org/HR000019
HR000089,Croatia,Air quality sensor MQ135 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,5,1,1,https://certification.oshwa.org/HR000089
HR000099,Croatia,Air quality sensor MQ135 breakout with easyC,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000099
MX000012,Mexico,Ajolote,Education,CERN,No software,CC BY-SA,2020-09-01T00:00-04:00,2,0,6,https://certification.oshwa.org/MX000012
MD000003,Moldova,AkiraConsole,IOT,GPL-3.0-only,GPL-3.0-only,GPL-3.0-or-later,2026-01-07T00:00-05:00,20,4,4,https://certification.oshwa.org/MD000003
US000123,United States of America,Albuquerque Mini-Maker Faire 2016 Soldering Kit,Tool,Other,Other,CC BY-SA,2018-04-06T00:00-04:00,1,0,1,https://certification.oshwa.org/US000123
US000124,United States of America,Albuquerque Mini-Maker Faire 2017 Soldering Kit,Tool,Other,Other,CC BY-SA,2018-04-06T00:00-04:00,1,1,1,https://certification.oshwa.org/US000124
US000215,United States of America,Alchemy49,Electronics,Other,No software,CC 0,2020-01-26T00:00-05:00,8,1,1,https://certification.oshwa.org/US000215
HR000081,Croatia,"Alcohol, Ethanol sensor MQ3 breakout",Electronics,TAPR,GPL,CC BY-SA,2023-06-09T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000081
HR000091,Croatia,"Alcohol, Ethanol sensor MQ3 breakout with easyC",Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000091
US000198,United States of America,AllPixel Mini,Arts,Other,MIT,Other,2019-12-20T00:00-05:00,56,16,19,https://certification.oshwa.org/US000198
TW000008,Taiwan,Alternating Latching Relay - ALR,Other,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2026-01-07T00:00-05:00,0,0,0,https://certification.oshwa.org/TW000008
US002259,United States of America,Ambient Light Sensor - VEML7700 (Qwiic),Electronics,CERN,MIT,CC BY-SA,2023-05-22T00:00-04:00,1,0,2,https://certification.oshwa.org/US002259
PL000022,Poland,Ambii,Electronics,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2025-09-12T00:00-04:00,3,0,1,https://certification.oshwa.org/PL000022
HR000090,Croatia,Ammonia sensor MQ137 breakout,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,1,0,1,https://certification.oshwa.org/HR000090
HR000100,Croatia,Ammonia sensor MQ137 breakout with easyC,Electronics,TAPR,GPL,CC BY-SA,2023-06-10T00:00-04:00,0,0,1,https://certification.oshwa.org/HR000100
US000565,United States of America,Analog 2-axis Thumb Joystick with Select Button + Breakout Board,Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,13,11,4,https://certification.oshwa.org/US000565
US000564,United States of America,Analog UV Light Sensor Breakout - GUVA-S12SD,Electronics,Other,MIT,CC BY-SA,2020-05-08T00:00-04:00,12,3,9,https://certification.oshwa.org/US000564
BG000094,Bulgaria,ANAVI Arrows,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-07-17T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000094
BG000008,Bulgaria,ANAVI Buttons,Electronics,Other,Other,CC BY-SA,2018-08-09T00:00-04:00,4,0,2,https://certification.oshwa.org/BG000008
BG000144,Bulgaria,ANAVI Dev Mic,Tool,CC-BY-SA-4.0,Apache,CC-BY-SA-4.0,2024-09-12T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000144
BG000003,Bulgaria,ANAVI Flex HAT,Electronics,Other,Other,CC BY-SA,2018-03-25T00:00-04:00,8,5,1,https://certification.oshwa.org/BG000003
BG000060,Bulgaria,ANAVI Fume Extractor,Tool,Other,GPL,CC BY-SA,2019-11-22T00:00-05:00,75,36,4,https://certification.oshwa.org/BG000060
BG000079,Bulgaria,ANAVI Gardening uHAT,Agriculture,Other,Other,Other,2021-09-16T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000079
BG000018,Bulgaria,ANAVI Gas Detector,IOT,Other,GPL,CC BY-SA,,4,1,2,https://certification.oshwa.org/BG000018
BG000134,Bulgaria,ANAVI Handle,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2024-04-19T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000134
BG000081,Bulgaria,ANAVI Info uHAT,Electronics,CC-BY-SA-4.0,MIT,CC-BY-SA-4.0,2022-06-23T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000081
BG000002,Bulgaria,ANAVI Infrared pHAT,Electronics,Other,Other,CC BY-SA,2018-03-25T00:00-04:00,22,5,6,https://certification.oshwa.org/BG000002
BG000089,Bulgaria,ANAVI Knob 1,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2022-11-08T00:00-05:00,75,36,4,https://certification.oshwa.org/BG000089
BG000092,Bulgaria,ANAVI Knobs 3,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-01-11T00:00-05:00,75,36,4,https://certification.oshwa.org/BG000092
BG000004,Bulgaria,ANAVI Light Controller,Electronics,Other,Other,CC BY-SA,2018-04-15T00:00-04:00,37,9,5,https://certification.oshwa.org/BG000004
BG000005,Bulgaria,ANAVI Light Controller,Electronics,Other,Other,CC BY-SA,2018-05-14T00:00-04:00,37,9,5,https://certification.oshwa.org/BG000005
BG000001,Bulgaria,ANAVI Light pHAT,Electronics,Other,Other,CC BY-SA,2018-03-19T00:00-04:00,11,4,1,https://certification.oshwa.org/BG000001
BG000093,Bulgaria,ANAVI Macro Pad 10,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-01-11T00:00-05:00,75,36,4,https://certification.oshwa.org/BG000093
BG000095,Bulgaria,ANAVI Macro Pad 12,Tool,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2023-07-17T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000095
BG000077,Bulgaria,ANAVI Macro Pad 2,Tool,Other,GPL,CC BY-SA,2021-05-12T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000077
BG000072,Bulgaria,ANAVI Macro Pad 8,Tool,Other,GPL,CC BY-SA,2020-07-13T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000072
BG000050,Bulgaria,ANAVI Miracle Controller,Tool,Other,GPL,CC BY-SA,2019-07-14T00:00-04:00,14,3,2,https://certification.oshwa.org/BG000050
BG000150,Bulgaria,ANAVI Miracle Emitter,Home Connection,CC-BY-SA-4.0,CC-BY-SA-4.0,GPL-3.0-or-later,2025-04-25T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000150
BG000007,Bulgaria,ANAVI Play pHAT,Electronics,Other,Other,CC BY-SA,2018-07-09T00:00-04:00,6,2,3,https://certification.oshwa.org/BG000007
BG000061,Bulgaria,ANAVI Smiley,Education,Other,MIT,CC BY-SA,2020-02-25T00:00-05:00,1,0,1,https://certification.oshwa.org/BG000061
BG000062,Bulgaria,ANAVI Tag Manager,IOT,Other,GPL,CC BY-SA,,1,0,1,https://certification.oshwa.org/BG000062
BG000017,Bulgaria,ANAVI Thermometer,IOT,Other,GPL,Other,2018-11-18T00:00-05:00,37,9,5,https://certification.oshwa.org/BG000017
BG000152,Bulgaria,ANAVI TPM 2.0,Other,CC-BY-SA-4.0,GPL,CC-BY-SA-4.0,2025-08-07T00:00-04:00,75,36,4,https://certification.oshwa.org/BG000152
BG000006,Bulgaria,ANAVI Traffic Lights,Electronics,Other,Other,CC BY-SA,2018-07-09T00:00-04:00,4,0,2,https://certification.oshwa.org/BG000006
US000063,United States of America,Anduino,Electronics,Other,Apache,Other,2017-01-13T00:00-04:00,11,8,7,https://certification.oshwa.org/US000063
SE000020,Sweden,Anna2040,Electronics,CERN-OHL-P-2.0,No software,CERN-OHL-P-2.0,2022-12-21T00:00-05:00,9,1,1,https://certification.oshwa.org/SE000020
IT000013,Italy,Anthilla Controller,IOT,CERN-OHL-W-2.0,No software,CC0-1.0,2023-02-09T00:00-05:00,39,7,5,https://certification.oshwa.org/IT000013
IT000014,Italy,Anthilla Controller,IOT,CERN-OHL-W-2.0,No software,CC0-1.0,2024-03-20T00:00-04:00,39,7,5,https://certification.oshwa.org/IT000014
ES000043,Spain,AP-LED8-THT,Electronics,CERN-OHL-1.2,No software,CC-BY-SA-4.0,2024-01-18T00:00-05:00,6,0,4,https://certification.oshwa.org/ES000043
US000658,United States of America,AP3429A 3.3V Buck Converter Breakout,Electronics,Other,MIT,CC BY-SA,2020-09-12T00:00-04:00,1,1,10,https://certification.oshwa.org/US000658
CA000063,Canada,Apisuru,Environmental,CERN-OHL-P-2.0,No software,CC-BY-4.0,2025-02-25T00:00-05:00,2,0,1,https://certification.oshwa.org/CA000063
MX000010,Mexico,Arbol IoT,Environmental,CERN,GPL,Other,2019-09-15T00:00-04:00,0,0,2,https://certification.oshwa.org/MX000010
US000022,United States of America,Archim,3D Printing,CERN,GPL,Other,2016-10-28T00:00-04:00,24,8,12,https://certification.oshwa.org/US000022
IT000026,Italy,Arduino Based Interferometer Stabilizer,Science,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2025-12-18T00:00-05:00,2,0,0,https://certification.oshwa.org/IT000026
LK000018,Sri Lanka,Arduino Mini Amplifier,Electronics,CERN-OHL-W-2.0,MIT,CC-BY-4.0,2025-10-24T00:00-04:00,59,6,2,https://certification.oshwa.org/LK000018
US001043,United States of America,Arduino Pro 328 - 3.3V/8MHz,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,6,2,34,https://certification.oshwa.org/US001043
US001041,United States of America,Arduino Pro 328 - 5V/16MHz,Electronics,CERN,MIT,CC BY-SA,2021-01-19T00:00-05:00,6,2,34,https://certification.oshwa.org/US001041
US000007,United States of America,Arduino Pro Mini 328 - 3.3V/8MHz,Electronics,Other,Other,CC BY-SA,2016-10-31T00:00-04:00,103,52,58,https://certification.oshwa.org/US000007
US000031,United States of America,Arduino Pro Mini 328 - 5V/16MHz,Electronics,Other,Other,CC BY-SA,2016-10-31T00:00-04:00,103,52,58,https://certification.oshwa.org/US000031
UK000079,United Kingdom,Argo,Electronics,CERN-OHL-S-2.0,No software,CERN-OHL-S-2.0,2025-08-13T00:00-04:00,95,2,6,https://certification.oshwa.org/UK000079
US002199,United States of America,ARGOS Satellite Transceiver Shield - ARTIC R2,Electronics,CERN,MIT,CC BY-SA,2023-05-19T00:00-04:00,5,2,2,https://certification.oshwa.org/US002199
US002000,United States of America,Arisutea Keyboard,Electronics,Other,GPL,Other,2021-05-24T00:00-04:00,31,4,4,https://certification.oshwa.org/US002000
SK000003,Slovakia,Armalamp,Electronics,CERN-OHL-P-2.0,CERN-OHL-P-2.0,CERN-OHL-P-2.0,2022-06-23T00:00-04:00,10,0,1,https://certification.oshwa.org/SK000003
US000718,United States of America,Artemis Global Tracker,Electronics,CERN,MIT,CC BY-SA,2020-11-24T00:00-05:00,16,10,6,https://certification.oshwa.org/US000718
CA000006,Canada,As Seen on Show and Tell Badge,Other,Solderpad,MIT,CC 0,2021-06-04T00:00-04:00,2,0,1,https://certification.oshwa.org/CA000006
HU000005,Hungary,Asicle,Other,Other,MIT,Other,2022-04-08T00:00-04:00,4,0,2,https://certification.oshwa.org/HU000005
DE000004,Germany,Astroschelle,Space,Other,No software,CC BY,2017-08-07T00:00-04:00,3,0,3,https://certification.oshwa.org/DE000004
MX000013,Mexico,ATECC608A-Croquette,Electronics,CERN,GPL,CC BY-SA,2020-09-12T00:00-04:00,4,2,5,https://certification.oshwa.org/MX000013
AU000004,Australia,ATM90E26 Featherwing,Home Connection,TAPR,MIT,CC BY,2020-01-04T00:00-05:00,4,2,1,https://certification.oshwa.org/AU000004
US002438,United States of America,Atmega32u4 Breakout Board,Electronics,Other,MIT,CC BY-SA,2023-09-05T00:00-04:00,90,20,14,https://certification.oshwa.org/US002438
ES000022,Spain,Atmel SAM D10C Breakout Board,Electronics,CERN,LGPL,CC BY-SA,2021-06-07T00:00-04:00,90,20,14,https://certification.oshwa.org/ES000022
TW000002,Taiwan,Atrial Fibrillation Detection Blood Pressure Monitor Oscillometric Method,Science,Other,MIT,Other,2019-11-12T00:00-05:00,55,20,3,https://certification.oshwa.org/TW000002
DE000151,Germany,ATtiny-Chainy,Electronics,CC-BY-SA-4.0,No software,CC-BY-SA-4.0,2024-12-13T00:00-05:00,1,0,1,https://certification.oshwa.org/DE000151
NZ000006,New Zealand,Auckland Live Train Map,Arts,GPL-3.0-or-later,GPL-3.0-or-later,GPL-3.0-or-later,2025-07-02T00:00-04:00,63,2,2,https://certification.oshwa.org/NZ000006
UK000066,United Kingdom,Audio Level Shifter,Electronics,CERN-OHL-S-2.0,No software,CC-BY-SA-4.0,2024-10-11T00:00-04:00,0,0,2,https://certification.oshwa.org/UK000066
IN000007,India,audiosense-pi,Sound,CERN,GPL,CC 0,2019-01-12T00:00-05:00,12,2,3,https://certification.oshwa.org/IN000007
US000093,United States of America,Authboard,Electronics,Other,Apache,Other,2018-01-17T00:00-04:00,66,28,12,https://certification.oshwa.org/US000093
BG000091,Bulgaria,authKi,Electronics,GPL,GPL,GPL,2023-01-04T00:00-05:00,18,4,3,https://certification.oshwa.org/BG000091
US000709,United States of America,Auto-Digital Thermostat - ADT6401,Electronics,CERN,MIT,CC BY-SA,2020-11-21T00:00-05:00,0,0,2,https://certification.oshwa.org/US000709
NL000036,Netherlands,Autonoe,Electronics,CERN-OHL-P-2.0,GPL-3.0-or-later,CC-BY-4.0,2025-11-20T00:00-05:00,0,0,0,https://certification.oshwa.org/NL000036
LK000007,Sri Lanka,AVR-HV2,Electronics,Other,MIT,CC BY,2020-05-26T00:00-04:00,29,7,1,https://certification.oshwa.org/LK000007
BG000096,Bulgaria,AVR/PIC Board,Education,CC-BY-SA-4.0,GPL-3.0-or-later,GPL-3.0-or-later,2023-08-02T00:00-04:00,1,0,1,https://certification.oshwa.org/BG000096
US002598,United States of America,AYAB Electronic Knitting Machine Controller,Wearables,CC-BY-SA-4.0,LGPL,CC-BY-SA-4.0,2024-01-18T00:00-05:00,46,18,14,https://certification.oshwa.org/US002598
US002734,United States of America,AYAB Shield,Arts,CC-BY-SA-4.0,GPL-3.0-only,CC-BY-SA-4.0,2025-04-25T00:00-04:00,46,18,14,https://certification.oshwa.org/US002734
US002689,United States of America,B4 Handy,Electronics,CC0-1.0,No software,CC0-1.0,2024-10-21T00:00-04:00,5,0,1,https://certification.oshwa.org/US002689
MX000008,Mexico,Baby Groot,Agriculture,CERN,GPL,Other,2019-03-24T00:00-04:00,3,1,2,https://certification.oshwa.org/MX000008
BR000017,Brazil,Bad Thing of the Edge Keyboard,Other,CC-BY-SA-4.0,MIT,Other,2025-01-16T00:00-05:00,42,4,3,https://certification.oshwa.org/BR000017
GT000004,Guatemala,Badge LEDsDoElectronicsGT,Electronics,CERN,No software,CC BY,2020-11-24T00:00-05:00,0,1,1,https://certification.oshwa.org/GT000004
MX000014,Mexico,Badge Sam Dulces Sueños,Education,CERN,LGPL,CC BY-SA,2020-09-12T00:00-04:00,2,0,3,https://certification.oshwa.org/MX000014
ID000011,Indonesia,Bajo Board,Environmental,CERN-OHL-P-2.0,MIT,CERN-OHL-P-2.0,2023-11-27T00:00-05:00,1,1,1,https://certification.oshwa.org/ID000011
GT000007,Guatemala,Balam Board,Education,CERN-OHL-1.2,GPL,CC BY,2021-08-27T00:00-04:00,0,0,1,https://certification.oshwa.org/GT000007
CA000041,Canada,Ball & Paddle Video Game,Electronics,TAPR,No software,CC BY,2024-01-18T00:00-05:00,2,2,1,https://certification.oshwa.org/CA000041
US002539,United States of America,Banned Books,Wearables,Other,No software,CC 0,2023-10-06T00:00-04:00,0,0,1,https://certification.oshwa.org/US002539
HR000110,Croatia,Basic stepper driver,Electronics,TAPR,GPL,CC BY-SA,2023-06-28T00:00-04:00,1,1,1,https://certification.oshwa.org/HR000110
ES000012,Spain,basic-ecp5-pcb,Electronics,CERN,LGPL,CC 0,2020-07-28T00:00-04:00,124,26,8,https://certification.oshwa.org/ES000012
MX000025,Mexico,Bast BLE,Tool,CERN,LGPL,CC BY-SA,2020-10-22T00:00-04:00,4,0,6,https://certification.oshwa.org/MX000025
